email_index,word_index,count
0,54,1
0,108,1
0,212,1
0,259,1
0,260,2
0,341,1
0,400,2
0,687,1
0,957,5
0,1061,1
0,1183,1
0,1315,2
0,1564,1
0,1597,2
0,1671,1
0,2491,5
0,2536,1
0,2792,1
0,2825,5
0,2869,1
0,2948,4
0,2976,1
0,2990,1
0,3054,2
0,3215,1
0,3330,1
0,3354,1
0,3370,2
0,3559,2
0,3732,1
0,3869,1
0,3941,1
0,4187,1
0,4358,1
0,4391,2
0,4440,1
0,4529,1
0,4541,1
0,4542,1
0,4557,1
0,4649,1
0,4932,1
0,5038,1
0,5107,1
0,5344,3
0,5345,1
0,5391,1
0,5469,1
0,6140,2
0,6182,3
0,6476,1
0,6640,1
0,6701,1
0,6731,2
0,7021,1
0,7124,1
0,7254,1
0,7352,1
0,7513,1
0,7586,1
0,7623,1
0,7749,2
0,7866,1
0,7887,1
0,7996,1
0,8015,1
0,8322,1
0,8422,4
0,8494,2
0,8584,1
0,8605,1
0,8843,1
0,8866,1
0,9234,1
0,9239,1
0,9244,1
0,9422,1
0,9613,1
0,9627,1
0,10081,1
0,10238,1
0,10381,3
0,10469,1
0,10882,1
0,11447,1
0,11451,1
0,12016,1
0,12106,2
0,12174,2
0,12299,1
0,12380,1
0,12385,1
0,12539,1
0,12568,1
0,12798,2
0,12837,1
0,12916,1
0,12926,3
0,13249,1
0,13337,1
0,13389,2
0,13563,1
0,13775,3
0,13933,1
0,13992,1
0,14276,1
0,14306,2
0,14307,1
0,14415,2
0,14853,2
0,15020,1
0,15089,1
0,15182,1
0,15194,8
0,15389,1
0,15435,1
0,15441,1
0,15589,5
0,15704,1
0,15705,1
0,15877,1
0,15882,1
0,15931,6
0,16044,1
0,16135,7
0,16366,2
0,16637,1
0,16725,1
0,16746,1
0,17027,1
0,17109,4
0,17167,4
0,17271,1
0,17344,2
0,17374,1
0,17378,1
0,17541,1
0,17552,1
0,17696,1
0,17758,1
0,17802,1
0,17851,1
0,17865,1
0,17882,1
0,17938,1
0,18001,1
0,18064,1
0,18090,1
0,18093,1
0,18125,1
0,18575,2
0,18627,1
0,18892,2
0,18954,4
0,19049,1
0,19099,3
0,19329,1
0,19335,1
0,19461,1
0,19666,1
0,19722,1
0,19810,1
0,19816,1
0,19828,1
0,19905,1
0,19968,1
0,19990,1
0,20035,1
0,20167,1
0,20283,2
0,20398,1
0,20441,2
0,20510,2
0,20528,1
0,20715,2
0,20899,1
0,20971,2
0,21116,1
0,21194,1
0,21373,1
0,21711,1
0,21794,1
0,21823,1
0,22000,1
0,22104,1
0,22342,1
0,22358,1
0,22503,3
0,22545,1
0,22954,1
0,23002,1
0,23318,1
0,23333,1
0,23336,1
0,23416,3
0,23471,1
0,23643,1
0,23650,3
0,23680,2
1,342,1
1,1621,1
1,1655,1
1,1814,1
1,2869,2
1,3453,1
1,5152,4
1,5388,1
1,5602,1
1,6164,1
1,6306,1
1,6521,1
1,7146,1
1,7525,1
1,8706,1
1,10110,1
1,11537,1
1,13180,1
1,13775,1
1,14299,1
1,14607,1
1,15589,1
1,15877,1
1,15946,1
1,15977,1
1,16429,1
1,16585,1
1,16608,1
1,16753,1
1,17804,1
1,19233,1
1,22179,3
2,75,1
2,200,1
2,204,1
2,233,1
2,357,4
2,659,1
2,680,1
2,952,1
2,1183,1
2,1376,1
2,2869,3
2,2874,1
2,2897,1
2,3559,2
2,3819,1
2,3857,1
2,3941,3
2,4529,1
2,4557,1
2,4569,1
2,4572,1
2,4825,1
2,4855,2
2,5010,1
2,5358,1
2,5418,1
2,5769,1
2,5770,1
2,5864,1
2,6073,1
2,7014,1
2,7019,1
2,7212,2
2,7586,1
2,7619,1
2,7791,1
2,7962,1
2,8154,1
2,9244,2
2,9613,1
2,10468,1
2,10501,1
2,10753,1
2,11024,1
2,11103,5
2,11104,4
2,11865,1
2,12253,1
2,12299,1
2,12380,1
2,12563,1
2,12807,1
2,13541,1
2,13775,1
2,14746,1
2,14853,2
2,14990,1
2,15814,1
2,16180,3
2,16181,1
2,16430,1
2,16710,1
2,16722,1
2,16725,1
2,16876,1
2,16881,1
2,16994,2
2,17299,1
2,17374,1
2,17701,1
2,17702,1
2,17758,1
2,18067,1
2,19042,1
2,19666,1
2,19822,1
2,20035,2
2,20237,1
2,20330,1
2,20397,1
2,20715,2
2,21116,1
2,21309,1
2,21392,1
2,21843,1
2,22024,3
2,22148,1
2,22763,1
2,23113,1
2,23395,1
2,23434,1
2,23450,1
2,23460,2
2,23604,1
2,23650,1
3,1464,1
3,2188,1
3,3313,1
3,3330,1
3,3356,1
3,3370,1
3,3857,1
3,4803,2
3,7143,1
3,7809,1
3,7962,2
3,7977,1
3,9645,1
3,9650,1
3,12415,2
3,12592,1
3,13254,1
3,13283,1
3,13585,1
3,13992,1
3,15707,1
3,15814,1
3,16003,1
3,17450,1
3,19070,3
3,20162,1
3,21461,1
3,22195,1
3,22695,3
3,23068,1
3,23508,1
3,23587,1
4,48,1
4,54,1
4,75,1
4,86,1
4,102,19
4,107,1
4,108,1
4,159,1
4,201,2
4,202,1
4,203,1
4,207,2
4,246,1
4,307,2
4,316,1
4,338,2
4,388,1
4,414,1
4,430,2
4,455,1
4,657,2
4,680,2
4,696,1
4,708,1
4,748,1
4,792,1
4,802,1
4,952,1
4,986,1
4,1066,1
4,1071,3
4,1073,1
4,1096,1
4,1109,1
4,1223,2
4,1266,5
4,1302,1
4,1315,2
4,1318,6
4,1360,1
4,1383,1
4,1444,1
4,1470,1
4,1488,1
4,1590,1
4,1609,1
4,1676,1
4,1688,1
4,1777,5
4,1825,1
4,1909,1
4,1916,2
4,1945,1
4,1977,1
4,2041,1
4,2169,2
4,2178,1
4,2184,1
4,2334,1
4,2453,1
4,2485,1
4,2617,1
4,2794,1
4,2869,1
4,2888,1
4,3048,6
4,3106,3
4,3148,2
4,3242,1
4,3244,1
4,3283,2
4,3425,12
4,3494,1
4,3511,1
4,3551,1
4,3559,3
4,3589,2
4,3601,2
4,3646,1
4,3651,1
4,3767,1
4,3770,1
4,3814,1
4,3855,1
4,3875,1
4,3906,2
4,3908,1
4,3928,1
4,3945,1
4,3990,1
4,4020,2
4,4051,1
4,4086,3
4,4088,1
4,4258,1
4,4281,1
4,4353,1
4,4397,1
4,4402,1
4,4429,1
4,4460,1
4,4484,1
4,4542,1
4,4556,1
4,4557,1
4,4561,1
4,4569,3
4,4590,1
4,4613,1
4,4790,1
4,4799,1
4,4844,1
4,4898,1
4,4910,1
4,4997,1
4,5010,1
4,5035,2
4,5038,1
4,5050,1
4,5077,1
4,5084,1
4,5147,1
4,5258,1
4,5340,1
4,5477,2
4,5538,1
4,5540,3
4,5544,1
4,5553,1
4,5683,2
4,5694,2
4,5714,1
4,5745,1
4,5767,1
4,5793,1
4,5952,3
4,6029,1
4,6160,1
4,6161,1
4,6264,1
4,6272,7
4,6279,2
4,6295,1
4,6540,1
4,6588,1
4,6642,9
4,6829,2
4,6831,1
4,6851,1
4,6903,1
4,6916,1
4,6999,2
4,7001,1
4,7014,1
4,7035,1
4,7057,3
4,7134,1
4,7137,1
4,7146,2
4,7202,1
4,7242,1
4,7285,2
4,7353,2
4,7371,1
4,7386,2
4,7399,1
4,7408,1
4,7586,2
4,7623,2
4,7714,1
4,7791,4
4,7815,1
4,7831,1
4,7868,1
4,7874,1
4,7880,2
4,7993,1
4,8009,1
4,8102,1
4,8254,1
4,8307,1
4,8380,1
4,8422,2
4,8428,1
4,8495,1
4,8510,1
4,8564,2
4,8605,2
4,8667,4
4,8684,1
4,8723,1
4,8734,2
4,8746,1
4,8767,1
4,8995,1
4,9001,2
4,9041,1
4,9043,1
4,9044,1
4,9076,1
4,9185,1
4,9244,2
4,9246,1
4,9351,1
4,9510,1
4,9627,1
4,9954,1
4,9970,1
4,9974,2
4,9975,1
4,10019,2
4,10026,1
4,10083,1
4,10096,1
4,10123,1
4,10220,3
4,10238,1
4,10244,1
4,10314,1
4,10356,1
4,10364,1
4,10452,1
4,10469,1
4,10470,1
4,10540,2
4,10725,1
4,10737,3
4,10873,1
4,11023,1
4,11125,4
4,11132,1
4,11314,1
4,11315,1
4,11424,2
4,11450,1
4,11520,1
4,11521,1
4,11532,3
4,11537,1
4,11679,1
4,11752,1
4,11753,1
4,11771,1
4,11836,3
4,11879,3
4,11886,1
4,11930,2
4,11974,2
4,11977,1
4,11979,1
4,12031,1
4,12096,2
4,12102,1
4,12253,2
4,12255,1
4,12275,1
4,12321,1
4,12327,5
4,12405,2
4,12410,2
4,12415,1
4,12463,4
4,12525,1
4,12530,1
4,12568,1
4,12926,1
4,13067,2
4,13098,1
4,13134,1
4,13139,1
4,13162,1
4,13170,3
4,13231,1
4,13250,1
4,13349,1
4,13460,1
4,13488,1
4,13539,2
4,13548,1
4,13585,2
4,13653,1
4,13698,1
4,13773,1
4,13861,2
4,13899,1
4,13936,1
4,13992,1
4,14006,1
4,14100,1
4,14179,1
4,14183,1
4,14230,3
4,14231,1
4,14238,1
4,14288,1
4,14359,1
4,14410,1
4,14431,1
4,14433,2
4,14443,1
4,14553,1
4,14646,2
4,14702,2
4,14713,1
4,14746,1
4,14748,1
4,14795,6
4,14818,2
4,14860,1
4,14925,2
4,14985,1
4,15039,2
4,15089,2
4,15111,1
4,15154,1
4,15211,1
4,15306,1
4,15519,6
4,15536,1
4,15561,8
4,15591,3
4,15657,1
4,15762,3
4,15806,2
4,15822,1
4,15847,1
4,15863,1
4,15871,1
4,15915,4
4,15916,3
4,15977,1
4,15996,1
4,15997,1
4,16053,1
4,16127,1
4,16133,1
4,16135,1
4,16168,1
4,16170,1
4,16180,1
4,16236,1
4,16317,1
4,16340,1
4,16352,1
4,16363,1
4,16365,1
4,16442,1
4,16597,1
4,16608,1
4,16710,1
4,16740,1
4,16744,1
4,16750,2
4,16753,1
4,16814,4
4,16829,1
4,16833,1
4,16860,1
4,16885,2
4,16925,1
4,16926,1
4,16935,1
4,16998,2
4,17090,1
4,17093,1
4,17109,2
4,17119,1
4,17121,1
4,17132,1
4,17144,1
4,17159,1
4,17160,1
4,17186,1
4,17213,2
4,17248,2
4,17250,2
4,17258,1
4,17303,1
4,17305,1
4,17325,1
4,17352,1
4,17375,2
4,17378,1
4,17382,1
4,17500,3
4,17522,1
4,17763,1
4,17765,2
4,17799,1
4,17816,1
4,17842,1
4,17882,6
4,18048,1
4,18064,2
4,18149,1
4,18358,1
4,18454,3
4,18614,2
4,18640,1
4,18706,8
4,18820,3
4,18830,1
4,18842,2
4,18850,1
4,18853,1
4,18966,1
4,19049,1
4,19066,1
4,19127,1
4,19160,1
4,19191,1
4,19252,1
4,19257,1
4,19296,1
4,19332,1
4,19333,1
4,19373,4
4,19375,1
4,19412,1
4,19615,1
4,19688,1
4,19749,1
4,19789,1
4,19802,1
4,19803,1
4,19843,4
4,19881,1
4,19981,1
4,20002,1
4,20027,1
4,20035,4
4,20037,1
4,20128,1
4,20162,1
4,20176,1
4,20223,1
4,20237,1
4,20269,5
4,20283,1
4,20306,1
4,20313,1
4,20330,2
4,20367,1
4,20427,1
4,20469,1
4,20543,1
4,20566,2
4,20680,1
4,20699,1
4,20790,2
4,20907,13
4,21028,2
4,21106,4
4,21175,1
4,21191,2
4,21194,2
4,21197,5
4,21223,1
4,21227,2
4,21228,1
4,21249,1
4,21368,3
4,21411,1
4,21492,1
4,21578,2
4,21671,2
4,21823,2
4,21928,2
4,21976,1
4,21985,1
4,22046,1
4,22179,2
4,22192,1
4,22194,1
4,22267,1
4,22285,1
4,22286,1
4,22308,1
4,22330,1
4,22345,1
4,22358,2
4,22360,1
4,22388,1
4,22502,1
4,22643,1
4,22687,1
4,22709,1
4,22745,1
4,22763,1
4,22811,1
4,22863,1
4,22895,1
4,23007,2
4,23084,2
4,23134,2
4,23143,1
4,23145,3
4,23180,1
4,23241,2
4,23271,1
4,23416,1
4,23440,1
4,23445,2
4,23460,6
4,23487,2
4,23532,1
4,23635,2
4,23653,1
4,23658,1
5,1037,3
5,2233,2
5,2477,3
5,3344,2
5,3640,1
5,3857,2
5,4299,8
5,4987,1
5,5732,1
5,6271,1
5,7146,1
5,7824,1
5,7962,1
5,9650,1
5,9832,2
5,10296,1
5,11386,1
5,12753,1
5,12762,1
5,13162,1
5,13389,2
5,13547,2
5,14044,1
5,15222,1
5,15589,3
5,15669,1
5,16133,2
5,17938,1
5,17996,1
5,20330,1
5,21085,2
5,21256,1
5,21565,2
5,21843,3
5,21968,1
5,22349,2
5,22643,1
5,23508,1
5,23587,1
6,745,1
6,966,1
6,1553,1
6,2610,1
6,2612,1
6,2662,1
6,3244,1
6,4344,1
6,6446,1
6,6476,1
6,6642,1
6,7952,1
6,7962,1
6,8892,1
6,9066,1
6,10031,1
6,10130,1
6,10448,1
6,11360,1
6,11836,1
6,12405,1
6,13242,1
6,14222,1
6,14414,1
6,14801,1
6,15456,1
6,16676,4
6,16948,3
6,16991,1
6,17688,1
6,18054,1
6,18706,10
6,19093,1
6,19401,2
6,20035,1
6,20363,1
6,20969,1
6,21028,3
6,21946,1
6,22179,1
6,22342,1
6,22360,1
6,22379,1
6,22637,1
6,22675,1
6,22679,1
6,23113,1
6,23225,1
7,80,3
7,212,1
7,213,4
7,252,1
7,475,3
7,489,1
7,785,2
7,786,3
7,787,2
7,812,1
7,828,1
7,934,1
7,1026,1
7,1096,1
7,1238,1
7,1273,1
7,1296,1
7,1329,1
7,1560,1
7,1590,1
7,1977,1
7,2599,1
7,2869,1
7,3095,1
7,3324,1
7,3623,1
7,3776,2
7,3816,1
7,3904,1
7,3908,1
7,3920,2
7,4045,3
7,4384,1
7,4583,3
7,4733,1
7,5010,1
7,5033,1
7,5306,3
7,5487,14
7,5540,1
7,6115,2
7,6169,1
7,6542,1
7,7002,1
7,7436,1
7,7525,2
7,7623,1
7,7751,1
7,7816,3
7,7866,2
7,7881,1
7,7915,1
7,8566,1
7,8799,1
7,8998,1
7,9030,1
7,9262,2
7,9650,1
7,9680,2
7,9894,1
7,9896,1
7,10000,1
7,10080,1
7,10110,2
7,10144,1
7,10238,2
7,10373,1
7,10413,1
7,10428,1
7,10435,3
7,10618,2
7,10737,1
7,11068,1
7,11207,1
7,11452,1
7,11537,1
7,11836,1
7,11890,1
7,12102,2
7,12121,1
7,12253,1
7,12327,3
7,12499,1
7,12756,1
7,12875,1
7,13162,2
7,13350,1
7,13585,1
7,13698,1
7,13933,4
7,13998,1
7,14018,1
7,14045,1
7,14066,1
7,14110,1
7,14238,1
7,14322,1
7,14553,5
7,14624,1
7,14639,1
7,14683,2
7,14934,1
7,15089,1
7,15181,1
7,15194,2
7,15213,1
7,15216,1
7,15360,3
7,15441,1
7,15519,2
7,15963,1
7,15970,1
7,16180,1
7,16441,1
7,16451,5
7,16502,1
7,16533,1
7,16702,1
7,16705,1
7,16773,1
7,16885,1
7,16964,1
7,17027,2
7,17315,1
7,17621,2
7,17624,1
7,17773,1
7,17816,2
7,17818,1
7,18060,1
7,18146,1
7,18193,1
7,18230,1
7,18706,1
7,18886,1
7,18929,1
7,18933,9
7,18954,2
7,19003,1
7,19802,1
7,19810,1
7,19843,4
7,19886,1
7,20026,1
7,20398,1
7,20715,2
7,20801,4
7,21144,3
7,21239,2
7,21373,1
7,21436,8
7,21618,1
7,21660,1
7,21784,1
7,21808,1
7,21809,1
7,22179,1
7,22425,5
7,22481,2
7,22497,1
7,22667,1
7,23068,2
7,23425,1
7,23430,8
7,23764,1
8,548,1
8,1548,1
8,3099,1
8,3222,1
8,3328,1
8,3720,1
8,3826,1
8,4699,1
8,4800,1
8,5322,1
8,5669,2
8,6464,3
8,6476,1
8,6875,1
8,6903,1
8,6989,1
8,7164,1
8,7815,2
8,8102,1
8,8494,1
8,9057,1
8,10034,1
8,10319,1
8,10699,1
8,10737,1
8,11836,7
8,12837,1
8,12843,1
8,13046,1
8,13369,1
8,13424,1
8,14100,1
8,14770,1
8,15200,1
8,15237,1
8,15846,1
8,15892,1
8,15949,1
8,16579,1
8,16585,1
8,16950,1
8,17072,1
8,17186,1
8,17409,1
8,17410,1
8,17527,3
8,18146,1
8,18727,2
8,20330,1
8,20796,1
8,20889,1
8,21144,1
8,21162,2
8,21163,1
8,21946,1
8,22342,1
8,22358,1
8,22759,1
8,23271,1
8,23273,1
9,212,1
9,630,1
9,883,1
9,957,1
9,1183,1
9,1873,1
9,1977,1
9,1978,1
9,2049,1
9,2818,1
9,2866,1
9,2930,2
9,3121,2
9,3157,1
9,3572,1
9,3869,1
9,4062,2
9,4079,1
9,4088,2
9,4358,1
9,5244,1
9,5276,1
9,5324,5
9,6272,1
9,6658,1
9,6903,1
9,7408,1
9,7623,1
9,7753,1
9,7816,2
9,7997,1
9,8435,1
9,8684,6
9,8686,6
9,8723,1
9,10051,1
9,10356,1
9,10737,1
9,11985,1
9,12327,1
9,12344,1
9,12405,1
9,12561,1
9,12798,1
9,12926,1
9,14183,1
9,14298,1
9,14740,1
9,15540,1
9,15806,1
9,16180,1
9,16651,1
9,17036,1
9,17037,2
9,17109,1
9,17258,2
9,17495,1
9,17509,3
9,17625,6
9,18820,1
9,18853,2
9,18957,1
9,19391,1
9,19757,1
9,19829,1
9,20054,1
9,20786,1
9,20958,1
9,21174,1
9,21197,1
9,21309,1
9,21823,1
9,22179,1
9,22342,1
9,22353,1
9,22464,1
9,22643,1
9,23180,2
9,23460,1
10,133,1
10,414,1
10,1026,1
10,1131,1
10,2084,3
10,2099,1
10,2586,1
10,2869,5
10,3280,1
10,3352,1
10,4281,1
10,4529,1
10,4542,2
10,4999,2
10,5010,1
10,5045,1
10,5077,1
10,6004,1
10,6162,1
10,6163,1
10,6164,1
10,6469,1
10,6476,1
10,6723,1
10,6999,1
10,7007,1
10,7014,1
10,7206,2
10,7543,1
10,7586,1
10,7623,1
10,8128,1
10,8321,1
10,8422,1
10,9184,1
10,9239,1
10,9422,1
10,9969,1
10,10092,3
10,10238,1
10,11989,1
10,12102,1
10,12106,1
10,12253,1
10,12380,1
10,12410,1
10,12756,1
10,12807,1
10,12837,1
10,12926,1
10,13001,1
10,13349,1
10,13389,1
10,13585,2
10,13675,1
10,13821,2
10,13822,2
10,13992,2
10,14179,2
10,14306,1
10,14379,1
10,14818,1
10,15089,1
10,15113,1
10,15194,1
10,15306,1
10,15386,1
10,15882,1
10,15977,1
10,16363,1
10,16753,1
10,17109,1
10,17299,1
10,17375,1
10,17702,1
10,17758,1
10,17803,1
10,17804,1
10,17845,1
10,18627,1
10,18636,1
10,18846,1
10,19028,1
10,19066,1
10,19252,1
10,19393,1
10,19452,1
10,20019,2
10,20101,3
10,20368,1
10,20397,3
10,20805,1
10,20906,1
10,20969,1
10,21116,1
10,21120,1
10,21309,3
10,21392,1
10,21700,1
10,21711,1
10,23084,1
10,23650,1
11,91,2
11,252,1
11,429,1
11,489,1
11,745,6
11,787,1
11,1183,1
11,1376,1
11,1454,1
11,1468,3
11,2410,1
11,2491,1
11,2612,2
11,2614,1
11,3120,1
11,3323,1
11,3570,1
11,3857,1
11,4098,1
11,4212,1
11,4215,2
11,4299,1
11,4344,1
11,4979,1
11,5311,1
11,5539,2
11,5540,2
11,5618,1
11,5745,1
11,5896,1
11,6115,2
11,6131,1
11,6280,1
11,6642,6
11,6768,1
11,6859,1
11,7215,1
11,7408,1
11,7462,3
11,7575,1
11,7588,1
11,7962,1
11,8369,1
11,8712,2
11,8785,1
11,8917,1
11,8942,1
11,8943,1
11,9492,2
11,9650,1
11,10156,1
11,10496,1
11,10569,1
11,10602,1
11,10603,1
11,10699,1
11,11100,1
11,11978,3
11,12125,1
11,12388,1
11,12569,1
11,12850,2
11,13241,1
11,13422,1
11,13786,1
11,14367,1
11,14512,2
11,14556,1
11,14700,2
11,14818,1
11,14940,1
11,15197,1
11,15520,1
11,16220,1
11,16437,1
11,16530,4
11,16637,1
11,16726,1
11,16814,6
11,16962,1
11,16991,5
11,17408,1
11,17552,1
11,17620,1
11,17762,1
11,17904,1
11,17952,1
11,18706,1
11,18821,1
11,19024,1
11,19191,1
11,19252,3
11,19257,1
11,19612,1
11,19624,1
11,19739,1
11,19802,4
11,19843,1
11,20054,1
11,20330,1
11,21064,5
11,21457,1
11,21488,1
11,21548,2
11,21697,1
11,21806,1
11,22179,1
11,22379,1
11,22481,1
11,22503,2
11,22513,1
11,22577,1
11,22718,1
11,23113,1
11,23508,1
11,23688,1
12,259,1
12,403,1
12,776,1
12,1067,1
12,1099,1
12,1760,1
12,1812,1
12,2294,1
12,2465,1
12,2530,2
12,2635,1
12,2730,1
12,2778,1
12,3812,1
12,3852,1
12,3899,1
12,3941,2
12,4183,1
12,4280,1
12,4392,2
12,4529,1
12,5380,1
12,5388,2
12,5416,1
12,6162,2
12,6476,1
12,6879,1
12,6885,1
12,6973,1
12,7015,1
12,7130,1
12,7213,1
12,7408,2
12,7576,1
12,7955,1
12,7962,2
12,8087,1
12,8101,2
12,8842,1
12,9510,1
12,9838,1
12,10156,1
12,10238,1
12,10336,1
12,10609,2
12,12541,1
12,13356,2
12,13574,1
12,13675,1
12,13933,1
12,14321,1
12,14495,1
12,14984,1
12,15039,2
12,15441,1
12,15876,1
12,16127,1
12,16130,1
12,16637,2
12,16676,2
12,16857,1
12,17315,1
12,17374,2
12,17984,1
12,18034,1
12,18441,1
12,18480,4
12,18675,1
12,18919,1
12,18954,1
12,19204,1
12,19675,1
12,19810,2
12,20026,1
12,20400,2
12,20640,1
12,20882,1
12,21523,1
12,22479,1
12,22954,2
12,23336,1
12,23416,1
12,23434,1
12,23440,1
12,23635,1
12,23650,1
13,125,1
13,145,1
13,252,1
13,342,3
13,425,1
13,498,1
13,952,1
13,1120,1
13,1183,1
13,2823,1
13,2869,1
13,2952,1
13,3148,1
13,3331,1
13,3894,2
13,3986,1
13,4051,2
13,4089,1
13,4127,10
13,4233,1
13,4270,2
13,4457,1
13,4674,2
13,4675,3
13,4771,1
13,4801,1
13,5207,3
13,5224,2
13,5237,1
13,5389,1
13,5422,1
13,5558,2
13,5594,1
13,5694,1
13,6161,1
13,6203,1
13,6396,1
13,6403,3
13,6799,1
13,6969,12
13,6975,5
13,7156,1
13,7442,1
13,7570,2
13,7815,1
13,7854,12
13,7856,1
13,7880,1
13,7881,1
13,8307,2
13,8657,13
13,8744,3
13,9227,2
13,9236,2
13,9270,2
13,9348,7
13,9596,1
13,9646,11
13,9650,12
13,9804,11
13,9827,1
13,9868,1
13,10080,1
13,10236,1
13,10238,4
13,10499,1
13,10551,1
13,10617,1
13,10618,2
13,10860,1
13,11027,1
13,11031,1
13,11529,2
13,11800,1
13,11874,1
13,12204,2
13,12798,1
13,12872,1
13,13108,1
13,13577,2
13,13773,1
13,14032,1
13,14092,1
13,14359,1
13,14415,1
13,15144,1
13,15224,2
13,15304,1
13,15441,4
13,15496,3
13,15501,1
13,15519,1
13,15602,1
13,15853,1
